NSE Symbol,Yahoo Code,Security Name
532149,532149.BO,BNK OF INDIA
530809,530809.BO,BNR UDYOG   
523457,523457.BO,BOC (I) LTD.
524370,524370.BO,BODAL CHEM  
500020,500020.BO,BOM DYEING  
501425,501425.BO,BOM.BURMAH  
509470,509470.BO,BOM.OXYGEN  
532678,532678.BO,BOMBAY RAYON
506315,506315.BO,BORAX MORARJ
502219,502219.BO,BOROSIL GLAS
500530,500530.BO,BOSCH LTD   
531458,531458.BO,BOSTON BIO  
500074,500074.BO,BPL LTD.    
505690,505690.BO,BRADY MORRIS
531194,531194.BO,BRAHMA INF  
520115,520115.BO,BRAKES AUTO 
533059,533059.BO,BRAND HOUSE 
530207,530207.BO,BRAWN BIO   
511628,511628.BO,BRESCON HOLD
532929,532929.BO,BRIGADE     
526731,526731.BO,BRIGHT BROS.
500825,500825.BO,BRITANIA IND
934792,934792.BO,BRITANIANCD 
532816,532816.BO,BROADCAST   
533543,533543.BO,BROOKS LABS 
590061,590061.BO,BRUSHMAN IND
533276,533276.BO,BS TRANSCOM 
532123,532123.BO,BSE  INFRA  
514045,514045.BO,BSL LTD.    
533408,533408.BO,BSLGOLDETF  
532931,532931.BO,BURNPUR     
531373,531373.BO,BYKE HOSP   
532813,532813.BO,C & C CONSTR
500077,500077.BO,CABLE CORP. 
532321,532321.BO,CADILA HEALT
532792,532792.BO,CAIRN IND   
526652,526652.BO,CALS REF LTD
532801,532801.BO,CAMBRIDGE   
532834,532834.BO,CAMLIN FINE 
500078,500078.BO,CAMPH.& ALL 
590076,590076.BO,CAMSON BIO  
532483,532483.BO,CANARA BANK 
511196,511196.BO,CANFIN HOMES
533267,533267.BO,CANTABIL    
511505,511505.BO,CAPITAL TRUS
524742,524742.BO,CAPLIN POINT
511720,511720.BO,CAPMAN FIN. 
512169,512169.BO,CAPRICORN   
509486,509486.BO,CAPRIHANS   
513375,513375.BO,CARBORUNDUM 
533260,533260.BO,CAREERP     
500870,500870.BO,CASTROL     
531682,531682.BO,CAT TECHN.  
531900,531900.BO,CCL INTER   
519600,519600.BO,CCL PRODUCTS
532405,532405.BO,CCS INFOTECH
500878,500878.BO,CEAT LIMITED
533272,533272.BO,CEBBCO      
514171,514171.BO,CEETA IND.  
532871,532871.BO,CELESTIAL   
522251,522251.BO,CENLUB INDUS
531380,531380.BO,CENTENIAL SU
532885,532885.BO,CENTRAL BK  
501827,501827.BO,CENTRAL RLY 
509499,509499.BO,CENTRON IND 
517544,517544.BO,CENTUM ELEC 
500280,500280.BO,CENTURY ENKA
500083,500083.BO,CENTURY EXT 
500040,500040.BO,CENTURY TEXT
532548,532548.BO,CENTURYPLY  
532443,532443.BO,CERA SANITAR
532413,532413.BO,CEREBRA INTE
500084,500084.BO,CESC LTD.   
530307,530307.BO,CHAMANLAL SE
512301,512301.BO,CHAMBAL BREW
500085,500085.BO,CHAMBAL FERT
522292,522292.BO,CHANDNI TE  
530309,530309.BO,CHANDRA PRAB
512624,512624.BO,CHANDRIKA TR
511696,511696.BO,CHARTERED CA
531977,531977.BO,CHARTERLOGIS
526917,526917.BO,CHD DEV LTD 
530871,530871.BO,CHEMBOND CHM
533026,533026.BO,CHEMCEL     
506894,506894.BO,CHEMFAB ALK 
500110,500110.BO,CHENNAI PET.
521056,521056.BO,CHESLIND TEX
590001,590001.BO,CHETTINAD(PS
526817,526817.BO,CHEVIOT CO. 
530495,530495.BO,CHHATT IND  
509011,509011.BO,CHISEL      
521244,521244.BO,CHITRA.SPIN.
532992,532992.BO,CHL LTD     
531364,531364.BO,CHOICE INF  
531358,531358.BO,CHOICE INT. 
530427,530427.BO,CHOKSI IMAG 
511243,511243.BO,CHOLAFIN    
519475,519475.BO,CHORDIA FOOD
501833,501833.BO,CHOWGULE ST 
530191,530191.BO,CHROMATIC IN
590089,590089.BO,CIGNITI TECH
533407,533407.BO,CIL NOVA    
530829,530829.BO,CIL SECURITS
505230,505230.BO,CIMMCO      
532807,532807.BO,CINEPRO     
530457,530457.BO,CINERAD COMM
532324,532324.BO,CINEVISTAAS 
500087,500087.BO,CIPLA LTD.  
532913,532913.BO,CIRCUIT SYS 
502445,502445.BO,CITADEL     
506373,506373.BO,CITURGIA BIO
532210,532210.BO,CITY UNION  
507515,507515.BO,CJ GELATIN  
506390,506390.BO,CLARI CHEM  
533288,533288.BO,CLARIS LIFE 
523200,523200.BO,CLASS.DIAM. 
511672,511672.BO,CLAURS      
505052,505052.BO,CLUTCH.AUTO 
533304,533304.BO,CMAHENDRA   
517326,517326.BO,CMC LTD.    
500147,500147.BO,CMI FPE     
517330,517330.BO,CMI LTD.    
512018,512018.BO,CNI RES LTD 
533278,533278.BO,COAL INDIA  
520131,520131.BO,COASTAL ROAD
513353,513353.BO,COCHIN MIN. 
500830,500830.BO,COLGATE PALM
532172,532172.BO,COLOR CHIPS 
531216,531216.BO,COMFORT INTE
532342,532342.BO,COMMEX TECH 
526141,526141.BO,COMPACT DISC
531041,531041.BO,COMPETENT AU
532456,532456.BO,COMPUAGE INF
532339,532339.BO,COMPUCOM SOF
532363,532363.BO,COMP-U-LEARN
507833,507833.BO,COMPUTER PNT
522231,522231.BO,CONART ENG. 
531261,531261.BO,CONCUR INFR 
526829,526829.BO,CONFI PETRO 
532902,532902.BO,CONSOL CONST
530067,530067.BO,CONSOL.SEC. 
523232,523232.BO,CONT.PETRO  
531344,531344.BO,CONTAIN.CORP
522295,522295.BO,CONTROL PRNT
524506,524506.BO,CORAL LAB.  
533011,533011.BO,CORALHUB    
532941,532941.BO,CORDS CABLE 
512199,512199.BO,COREEDUTEC  
506395,506395.BO,COROM INTER 
532179,532179.BO,CORPN.BANK  
526737,526737.BO,CORPOR COUR 
530545,530545.BO,COSCO INDIA 
508814,508814.BO,COSMO FILMS 
526550,526550.BO,COUNTRY CLUB
531624,531624.BO,COUNTRY COND
523415,523415.BO,COVENTRY COI
533144,533144.BO,COX KINGS   
512093,512093.BO,CRANES SOFTW
522001,522001.BO,CRANEX LTD. 
509472,509472.BO,CRAVATEX    
524388,524388.BO,CRAZY INFOTE
532392,532392.BO,CREATIVE EYE
512379,512379.BO,CRESSANDA SO
526785,526785.BO,CREST ANIM  
532542,532542.BO,CREW BOS    
500092,500092.BO,CRISIL LTD  
590125,590125.BO,CRMFGETF    
531648,531648.BO,CROITRE     
500093,500093.BO,CROMPT.GREAV
590050,590050.BO,CSS TECH    
526027,526027.BO,CUBEX TUBING
511710,511710.BO,CUBICAL FIN.
500480,500480.BO,CUMMINS (I) 
530843,530843.BO,CUPID LTD   
512361,512361.BO,CUPID TRADE 
532332,532332.BO,CURATECH    
531472,531472.BO,CYBELE IND  
532640,532640.BO,CYBER MEDIA 
532271,532271.BO,CYBERMATE   
532173,532173.BO,CYBERTECH   
533151,533151.BO,D B CORP    
533160,533160.BO,D B REALTY  
532783,532783.BO,DAAWAT      
500096,500096.BO,DABUR (I)   
526821,526821.BO,DAI-ICHI KAR
530825,530825.BO,DAIKAFFIL CH
533309,533309.BO,DALMIA BHA  
500097,500097.BO,DALMIASUG   
521220,521220.BO,DAMODAR THR.
532329,532329.BO,DANLAW TECH.
532528,532528.BO,DATAM GLOB  
526443,526443.BO,DATASOFT APP
531270,531270.BO,DAZZEL CONFI
530393,530393.BO,DB INT.ST.BR
511611,511611.BO,DCM FINANCIA
502820,502820.BO,DCM LTD.    
523367,523367.BO,DCM SHR.CON 
523369,523369.BO,DCM SHR.IND 
500117,500117.BO,DCW LTD.    
590031,590031.BO,DE NORA     
502137,502137.BO,DECAN CEMENT
505703,505703.BO,DECCAN BEAR.
532608,532608.BO,DECCAN CHR  
531989,531989.BO,DECCAN POLYP
512068,512068.BO,DECCANGOLD  
532858,532858.BO,DECOLIGHT CE
532760,532760.BO,DEEP INDS   
500645,500645.BO,DEEPAK FERT.
506401,506401.BO,DEEPAK NITR.
514030,514030.BO,DEEPAK SPINN
532848,532848.BO,DELTA CORP  
504286,504286.BO,DELTA MAG   
533137,533137.BO,DEN NETWORK 
532121,532121.BO,DENA BANK   
520022,520022.BO,DENSO INDIA 
532772,532772.BO,DEV CRBANK  
531171,531171.BO,DEVIKA PROT.
531585,531585.BO,DEVINE IMPE 
511072,511072.BO,DEWAN H.FIN.
519588,519588.BO,DFM FOODS   
502512,502512.BO,DHAM SUGAR  
500119,500119.BO,DHAMPUR SUGA
531923,531923.BO,DHAMPURE SGR
507717,507717.BO,DHAN AGRI   
531198,531198.BO,DHANADACOL  
532180,532180.BO,DHANALAK.BNK
532903,532903.BO,DHANUSTECH  
506405,506405.BO,DHARAMSI CHM
511451,511451.BO,DHARANI FIN.
507442,507442.BO,DHARANI SUG 
517514,517514.BO,DHINDIA     
526971,526971.BO,DHOOT I.FIN.
531306,531306.BO,DHP INDIA LT
531237,531237.BO,DHRUVA CAP. 
533336,533336.BO,DHUNINV     
508860,508860.BO,DIAMANT     
500120,500120.BO,DIAMINES&CHM
522163,522163.BO,DIAMONPOWER 
530959,530959.BO,DIANA TEA CO
500089,500089.BO,DIC INDIA   
503796,503796.BO,DIGJAM LTD  
506414,506414.BO,DIL LTD     
524590,524590.BO,DINESH ALLOR
526927,526927.BO,DION        
500068,500068.BO,DISA INDIA  
532839,532839.BO,DISH TV     
532526,532526.BO,DISHMAN PHAR
532488,532488.BO,DIVI'S LAB. 
511636,511636.BO,DJS STOCK   
532868,532868.BO,DLF LIMITED 
533146,533146.BO,DLINK IND   
517973,517973.BO,DMC EDU     
505526,505526.BO,DOLAT INV.  
531367,531367.BO,DOLLEX IND. 
526504,526504.BO,DOLPHIN MEDI
522261,522261.BO,DOLPHIN OFF.
512519,512519.BO,DONEAR IND. 
523736,523736.BO,DPTL        
533176,533176.BO,DQ ENT      
526783,526783.BO,DR.AGAR.EYE 
500124,500124.BO,DR.REDDY'S  
523618,523618.BO,DREDGING COR
934809,934809.BO,DRREDDYNCD  
523890,523890.BO,DS.KULKARNI 
524276,524276.BO,DUJOD PAP CH
514418,514418.BO,DUJODW.PROD.
531471,531471.BO,DUKE OFFSHOR
590063,590063.BO,DUNCANS INDU
509130,509130.BO,DUNLOP INDIA
517437,517437.BO,DUTRON POLY.
532610,532610.BO,DWAR SUGAR  
532365,532365.BO,DYNACONS SYS
505242,505242.BO,DYNAMAT.TECH
532707,532707.BO,DYNEMIC PRO 
531533,531533.BO,E.COM INFOTE
500125,500125.BO,E.I.D.PAR   
520081,520081.BO,EAST C.STEEL
590022,590022.BO,EASTER SI(PS
531346,531346.BO,EASTERN TRED
532751,532751.BO,EASUNREYRL  
532491,532491.BO,ECE INDUSTRS
532927,532927.BO,ECLERX      
523732,523732.BO,ECO BOARD IN
526703,526703.BO,ECOPLAST LTD
530643,530643.BO,ECORECO     
532922,532922.BO,EDELWEISS   
533055,533055.BO,EDSERV SOFT 
532696,532696.BO,EDUCOMP SOLN
505200,505200.BO,EICHER MOTOR
526560,526560.BO,EICLLTD     
523127,523127.BO,EIH ASSO.HOT
500840,500840.BO,EIH LTD.    
523708,523708.BO,EIMCO ELECON
530581,530581.BO,EKAM LEASING
531144,531144.BO,EL FORGE LTD
513452,513452.BO,ELANGO INDUS
500123,500123.BO,ELANTAS     
524830,524830.BO,ELDER HEALTH
532322,532322.BO,ELDER PHARMA
500128,500128.BO,ELEC.CASTING
505700,505700.BO,ELECON ENG  
533264,533264.BO,ELECTROSTEEL
526608,526608.BO,ELECTROTHERM
526473,526473.BO,ELEGANT FLOR
526705,526705.BO,ELEGANT MARB
522074,522074.BO,ELGI EQUIP  
517477,517477.BO,ELNET TECH. 
504000,504000.BO,ELPRO INTER 
530835,530835.BO,ELTROL LTD. 
533218,533218.BO,EMAMI INFRA 
531162,531162.BO,EMAMI LTD.  
533208,533208.BO,EMAMI PAPER 
504008,504008.BO,EMCO LTD.   
533161,533161.BO,EMMBI POLY  
524768,524768.BO,EMMESSAR BIO
532038,532038.BO,EMMSONS INT.
532920,532920.BO,EMPEE DIST  
500132,500132.BO,EMPEE SUGARS
509525,509525.BO,EMPIRE IND. 
531470,531470.BO,EMPORIS     
504351,504351.BO,EMPOWER     
532219,532219.BO,ENERGY DEV. 
532178,532178.BO,ENGINRS.(I) 
533477,533477.BO,ENKEI WHEEL 
512369,512369.BO,ENNORE COKE 
512135,512135.BO,ENSA STEEL  
532700,532700.BO,ENT NETWORK 
532287,532287.BO,ENTEGRA LTD 
526574,526574.BO,ENTERPR.INTE
500246,500246.BO,ENVAIN ELECT
532658,532658.BO,EON ELECT   
523754,523754.BO,EPC INDUS.  
530407,530407.BO,EPIC ENERGY 
524374,524374.BO,EPIC ENZYMES
531155,531155.BO,EPSOM PRO   
531615,531615.BO,ERA FIN.(I) 
530323,530323.BO,ERA INFRA   
533261,533261.BO,EROS MEDIA  
531502,531502.BO,ESAAR (I)LTD
500133,500133.BO,ESAB INDIA  
511716,511716.BO,ESCORT FINAN
500495,500495.BO,ESCORTS LTD.
514118,514118.BO,ESKAY K'N'IT
532787,532787.BO,ESS DEE ALUM
500134,500134.BO,ESSAR OIL   
533149,533149.BO,ESSAR SECU  
533704,533704.BO,ESSAR SHIP  
500630,500630.BO,ESSAR SHIP. 
500135,500135.BO,ESSEL PROP  
500136,500136.BO,ESTER INDUS.
532823,532823.BO,EURO CERAMIC
533109,533109.BO,EURO MULTI  
531082,531082.BO,EUROFINMART 
521014,521014.BO,EUROTEX IND 
531508,531508.BO,EVEREADY (I)
508906,508906.BO,EVEREST INDS
532684,532684.BO,EVEREST KANT
532876,532876.BO,EVERONN     
532511,532511.BO,EXCEL CROP. 
502223,502223.BO,EXCEL GLASSS
533090,533090.BO,EXCEL INFO  
530337,530337.BO,EXELON INFRA
500086,500086.BO,EXIDE IND.  
530571,530571.BO,EXPLICIT FIN
526614,526614.BO,EXPO GAS    
532656,532656.BO,FACOR ALLOYS
532657,532657.BO,FACOR STEELS
511668,511668.BO,FACT ENTERP 
505790,505790.BO,FAG BEARINGS
514474,514474.BO,FAIRDEAL FIL
520145,520145.BO,FAIRFIELD AT
509527,509527.BO,FALCON TYRES
532631,532631.BO,FAME INDIA L
590094,590094.BO,FARMAX IND  
531252,531252.BO,FARRY IND.  
532084,532084.BO,FAST TRACK E
532666,532666.BO,FCS SOFTWARE
531599,531599.BO,FDC LIMITED 
505744,505744.BO,FED MOG GOE 
500139,500139.BO,FEDDER.LLYOD
500469,500469.BO,FEDERAL BANK
530863,530863.BO,FEINDIALTD  
526689,526689.BO,FENOPLAS.LTD
500141,500141.BO,FERRO ALLOYS
590024,590024.BO,FERT CHE(PS 
533896,533896.BO,FERVENTSL   
500142,500142.BO,FGP LTD.    
507910,507910.BO,FIBERWB IN  
532768,532768.BO,FIEM INDS   
532022,532022.BO,FILAT FASH  
526227,526227.BO,FILATEX INDI
531486,531486.BO,FILMCITY MED
531820,531820.BO,FINALYSIS CR
526881,526881.BO,FINANC.TEC. 
512219,512219.BO,FINAVENT    
517264,517264.BO,FINELINE CI 
533333,533333.BO,FINEOTEX  CH
500144,500144.BO,FINOL. CABLE
500940,500940.BO,FINOLEX IND.
531754,531754.BO,FINTECH COMM
511122,511122.BO,FIRST CUSTO.
511369,511369.BO,FIRST FIN.  
500145,500145.BO,FIRST LEASIN
532996,532996.BO,FIRST WIN   
532379,532379.BO,FIRSTOBJ    
532545,532545.BO,FKONCO      
523576,523576.BO,FLAWLESS DIA
523672,523672.BO,FLEX FOODS  
533638,533638.BO,FLEXITUFF   
522017,522017.BO,FLUIDOMAT   
533296,533296.BO,FMNL        
507552,507552.BO,FOODS & INNS
502865,502865.BO,FORBES & CO 
500033,500033.BO,FORCE MOTR  
532843,532843.BO,FORTIS      
523696,523696.BO,FORTIS MLR  
530023,530023.BO,FORTUNE FIN.
500150,500150.BO,FOSECO INDIA
532521,532521.BO,FOUR SOFT   
532403,532403.BO,FOURTH GEN. 
530077,530077.BO,FRESHTROP FR
521167,521167.BO,FRONT BUSS  
533213,533213.BO,FRONT SEC   
531225,531225.BO,FRONTIER INF
522195,522195.BO,FRONTIER SPR
532809,532809.BO,FSL         
506803,506803.BO,FULFORD (I) 
534063,534063.BO,FUT SOL     
500720,500720.BO,FUTURA POLY.
523113,523113.BO,FUTURA SEC. 
532938,532938.BO,FUTURE CAP  
533400,533400.BO,FUTURE VENT 
507488,507488.BO,G.M.BREWERI 
517564,517564.BO,G.R.CABLES  
513059,513059.BO,G.S.AUTO INT
523277,523277.BO,G.V.FILMS   
505714,505714.BO,GABRIEL(I)  
524624,524624.BO,GAGAN GASES 
531196,531196.BO,GAGAN POLYCO
532155,532155.BO,GAIL (I) LTD
504697,504697.BO,GALADA TELE.
506186,506186.BO,GALAXY ENTER
532726,532726.BO,GALLAN METAL
509550,509550.BO,GAMMON INDIA
532959,532959.BO,GAMMON INFRA
513108,513108.BO,GANDHI SP.TU
530237,530237.BO,GANDHI.HOTEL
500153,500153.BO,GANESH BENZO
514167,514167.BO,GANESH ECOSP
526367,526367.BO,GANESH HSG. 
532643,532643.BO,GANESHFORGIN
530945,530945.BO,GANGOTRI IRO
521176,521176.BO,GANGOTRI TEX
500155,500155.BO,GARDEN SILK 
530615,530615.BO,GARG FURNACE
526727,526727.BO,GARNET CONST
512493,512493.BO,GARNET INTL 
509563,509563.BO,GARWA.MARINE
500655,500655.BO,GARWARE POLY
509557,509557.BO,GARWARE WALL
532622,532622.BO,GATEWAY DIST
532345,532345.BO,GATI LTD.   
524564,524564.BO,GAYATRI BIO 
532767,532767.BO,GAYATRI PROJ
532183,532183.BO,GAYATRI SUGR
531601,531601.BO,GCV SERVICES
514394,514394.BO,GEE EL WOOL.
504028,504028.BO,GEE LTD     
532764,532764.BO,GEECEE      
530389,530389.BO,GEEFCEE FIN.
530743,530743.BO,GEI IND SYS 
532318,532318.BO,GEMINI COMMU
531137,531137.BO,GEMSTONE INV
506109,506109.BO,GENESYS INT.
531939,531939.BO,GENIUS COMMU
531739,531739.BO,GENNEX LAB  
530343,530343.BO,GENUS POWER 
503699,503699.BO,GEOD LTD    
532285,532285.BO,GEOJIT BNP  
532312,532312.BO,GEOMETRIC L 
531055,531055.BO,GFLFIN      
500171,500171.BO,GHCL LTD    
533048,533048.BO,GI ENGINERG 
511676,511676.BO,GIC HOUSING 
532716,532716.BO,GILLA ARBUT 
507815,507815.BO,GILLETTE (I)
590025,590025.BO,GINNI FIL(PS
532715,532715.BO,GITANJALI GE
531613,531613.BO,GIVO LTD.   
533212,533212.BO,GKB OPHTHA  
500660,500660.BO,GLAXOSMITH  
500676,500676.BO,GLAXOSMITHKL
532296,532296.BO,GLENMARK PHA
513528,513528.BO,GLITTEK GRAN
530263,530263.BO,GLOBAL CAP. 
501848,501848.BO,GLOBAL OFFS 
530657,530657.BO,GLOBAL SEC. 
532773,532773.BO,GLOBAL VECT 
511503,511503.BO,GLOBSYN INF 
531904,531904.BO,GLOBUS CORP 
533104,533104.BO,GLOBUS SPR  
532672,532672.BO,GLODYNE TECH
532857,532857.BO,GLORY POLY  
590085,590085.BO,GLOSTER     
531881,531881.BO,GMETCOAL    
505255,505255.BO,GMM PFAUDLER
532754,532754.BO,GMR INFRASTR
513536,513536.BO,GNRL        
509567,509567.BO,GOA CARBON  
530317,530317.BO,GODAVARI DRU
532734,532734.BO,GODAWARI POW
500163,500163.BO,GODFREY PH  
532424,532424.BO,GODREJ CONS 
500164,500164.BO,GODREJ IND  
533150,533150.BO,GODREJ PROP 
533189,533189.BO,GOENKA DIAM 
532957,532957.BO,GOKAK TEXTI 
532630,532630.BO,GOKALDAS    
532980,532980.BO,GOKUL REFOIL
590095,590095.BO,GOLDBEES    
530579,530579.BO,GOLDEN GOEN 
526951,526951.BO,GOLDEN LAMIN
500151,500151.BO,GOLDEN TOB  
526729,526729.BO,GOLDIAM INT.
532439,532439.BO,GOLDST INFRA
531439,531439.BO,GOLDSTONE EN
530701,530701.BO,GOMTI FINLEA
504701,504701.BO,GONTER PEIP 
530655,530655.BO,GOOD LUCK ST
500166,500166.BO,GOODRICKE   
500168,500168.BO,GOODYEAR (I)
526717,526717.BO,GOPALA POLY.
531419,531419.BO,GOPLEE INFOT
531111,531111.BO,GOTHI PLASCO
509148,509148.BO,GOVIND RUBB.
533248,533248.BO,GPPL        
590126,590126.BO,GRADIENTE   
532482,532482.BO,GRANULES (I)
509488,509488.BO,GRAPHITE IN.
500300,500300.BO,GRASIM IND. 
526751,526751.BO,GRATEX INDS.
505710,505710.BO,GRAUER& WEIL
533282,533282.BO,GRAVITA     
532015,532015.BO,GRAVITY (I) 
500620,500620.BO,GREAT EASTE 
532786,532786.BO,GREAT OFFSH 
501455,501455.BO,GREAVES COTT
526797,526797.BO,GREENPLY IND
533263,533263.BO,GREENPOWER  
508918,508918.BO,GREYCELLS   
506076,506076.BO,GRIND NORTON
531449,531449.BO,GRM OVERSEAS
511288,511288.BO,GRUH FINANCE
530605,530605.BO,GSL NOVA    
532951,532951.BO,GSS INFOTECH
532139,532139.BO,G-TECH INFO.
532775,532775.BO,GTL INFRAST 
500160,500160.BO,GTL LTD.    
500170,500170.BO,GTN INDUS   
532744,532744.BO,GTN TEXTILE 
509079,509079.BO,GUFIC BIO SC
524226,524226.BO,GUJ AMB EXP 
522217,522217.BO,GUJ APO IND 
514386,514386.BO,GUJ COTEX   
532702,532702.BO,GUJ PETRONET
530001,530001.BO,GUJ.ALKALI  
505712,505712.BO,GUJ.AUTO GE 
523768,523768.BO,GUJ.BOROSIL 
500173,500173.BO,GUJ.FLOURO  
531410,531410.BO,GUJ.FOILS   
523477,523477.BO,GUJ.GAS COMP
507960,507960.BO,GUJ.HOTELS  
517300,517300.BO,GUJ.IND.POW.
500174,500174.BO,GUJ.LEASE   
524754,524754.BO,GUJ.MEDITECH
532181,532181.BO,GUJ.MINERAL 
526598,526598.BO,GUJ.NAR.FLYA
500670,500670.BO,GUJ.NARMADA 
512579,512579.BO,GUJ.NRE COKE
523836,523836.BO,GUJ.RAFFIA  
509152,509152.BO,GUJ.RECLAIM 
518029,518029.BO,GUJ.SIDH.CEM
500690,500690.BO,GUJ.ST.FERT 
532160,532160.BO,GUJ.STAT.FIN
524314,524314.BO,GUJ.TERC LAB
570003,570003.BO,GUJNREBNDVR 
506480,506480.BO,GULF OIL COR
532425,532425.BO,GULSHAN CHEM
532457,532457.BO,GULSHAN POLY
532708,532708.BO,GVK POWERINF
533275,533275.BO,GYSCOAL     
532145,532145.BO,H.S.(I) LTD.
515147,515147.BO,HALDYN GLASS
517296,517296.BO,HALONIX     
532770,532770.BO,HANUNG TOYS 
509597,509597.BO,HARDCASTLE  
590043,590043.BO,HARITA SEAT 
526931,526931.BO,HARIYANA SH.
500467,500467.BO,HARR.MALAYAL
532855,532855.BO,HARYA CAPFIN
531387,531387.BO,HASTI FINANC
509073,509073.BO,HATHWAY BHAW
533162,533162.BO,HATHWAY CAB 
531531,531531.BO,HATSUN AGRO 
517354,517354.BO,HAVELLSINDIA
508486,508486.BO,HAWKINS COOK
532467,532467.BO,HAZ MUL PRO 
532334,532334.BO,HB ESTATE DE
508956,508956.BO,HB LEAS.PUB 
532333,532333.BO,HB PORTFOLIO
532216,532216.BO,HB STOCKHOL.
517271,517271.BO,HBL P SYS   
500179,500179.BO,HCL INFOSYS 
532281,532281.BO,HCL TECHNO  
500010,500010.BO,HDFC        
500180,500180.BO,HDFC BANK   
533230,533230.BO,HDFCMFGETF  
961682,961682.BO,HDFCWAR     
509631,509631.BO,HEG LIMITED 
500292,500292.BO,HEIDEL CEM  
532347,532347.BO,HELIOS & MAT
532671,532671.BO,HENKEL INDIA
505720,505720.BO,HERC.HOISTS 
519552,519552.BO,HERITAGE FOO
500182,500182.BO,HEROMOTOCO  
524669,524669.BO,HESTER BISC 
534328,534328.BO,HEXATRADEX  
532129,532129.BO,HEXAWARE TEC
532859,532859.BO,HGSL        
504176,504176.BO,HIGH ENERGY 
524735,524735.BO,HIKAL LTD.  
530053,530053.BO,HILLOCK AGRO
532847,532847.BO,HILTON MET  
500183,500183.BO,HIMACHAL FUT
500184,500184.BO,HIMADRI CHEM
526899,526899.BO,HIMALAYA INT
514043,514043.BO,HIMAT.SEIDE 
531979,531979.BO,HIND ALUMIN 
509895,509895.BO,HIND MILLS  
500696,500696.BO,HIND UNI LT 
500185,500185.BO,HIND.CONSTN.
513599,513599.BO,HIND.COPPER 
509627,509627.BO,HIND.DORR   
505725,505725.BO,HIND.EVEREST
505893,505893.BO,HIND.HARDY  
526307,526307.BO,HIND.INDUSTR
500500,500500.BO,HIND.MOTORS 
515145,515145.BO,HIND.NAT.GLS
500186,500186.BO,HIND.OIL EXP
500449,500449.BO,HIND.ORG.CHM
500104,500104.BO,HIND.PETRO  
504036,504036.BO,HIND.RECT   
530315,530315.BO,HIND.TIN WRK
500440,500440.BO,HINDALCO    
514428,514428.BO,HINDU.ADHESI
505982,505982.BO,HINDUJA FOUN
500189,500189.BO,HINDUJA VENT
500188,500188.BO,HINDUS.ZI   
532041,532041.BO,HINDUSTN BIO
501945,501945.BO,HINGIR RAMPU
530853,530853.BO,HIPOLIN LTD.
533256,533256.BO,HIRA FERRO  
506170,506170.BO,HIRAN ORGOCH
523398,523398.BO,HITACHI HOME
522073,522073.BO,HI-TECH GEAR
526217,526217.BO,HITECH PLAST
531661,531661.BO,HITTCO TOOLS
500191,500191.BO,HMT LTD.    
533217,533217.BO,HMVL        
522064,522064.BO,HONDA SIEL  
517174,517174.BO,HONEYWELL   
500193,500193.BO,HOTEL LEELA.
532873,532873.BO,HOUSING DEV 
532761,532761.BO,HOV SERVICES
526761,526761.BO,HOWARD HOTEL
500187,500187.BO,HSIL        
532662,532662.BO,HT MEDIA    
532799,532799.BO,HUBTOWN     
961734,961734.BO,HUDCO050327 
509675,509675.BO,HYD.INDUS   
524019,524019.BO,HYDRO S & S*
504731,504731.BO,I BRIGHT ST 
531524,531524.BO,I.C.S.A. IND
500199,500199.BO,I.G.PETRO   
519463,519463.BO,IB INFOTECH 
532960,532960.BO,IB SECURITIE
532174,532174.BO,ICICI BANK  
533244,533244.BO,ICICIPRUGETF
532835,532835.BO,ICRA        
500116,500116.BO,IDBI BANK L 
533719,533719.BO,IDBIGOLD    
532822,532822.BO,IDEA CELL   
531840,531840.BO,IEC EDU     
507438,507438.BO,IFB AGRO    
505726,505726.BO,IFB IND.LTD.
500106,500106.BO,IFCI LTD    
972655,972655.BO,IFCI010811B 
972656,972656.BO,IFCI010811C 
532133,532133.BO,IFGL REFRACT
511682,511682.BO,IFL PRMOTER 
517380,517380.BO,IGARSHI MOT 
934819,934819.BO,IIISLNCDIII2
530719,530719.BO,IKF FINANCE 
511208,511208.BO,IL & FS INVE
533177,533177.BO,IL&FS TRANS 
532907,532907.BO,ILFSENGG    
532614,532614.BO,IMPEX       
517571,517571.BO,IMPPOWERS   
526610,526610.BO,IN HOU PROD 
531129,531129.BO,INANI MARBLE
517370,517370.BO,INCAP LTD.  
511355,511355.BO,IND CEM CAP 
532636,532636.BO,IND INFOLINE
533329,533329.BO,IND TERRAIN 
514165,514165.BO,IND.ACRYLICS
523465,523465.BO,IND.BANK HSG
511473,511473.BO,IND.BANK MER
509692,509692.BO,IND.CARD    
500201,500201.BO,IND.GLYCOLS 
504741,504741.BO,IND.HUME PIP
524652,524652.BO,IND.SWIFT LT
523586,523586.BO,IND.TONERS  
509162,509162.BO,INDAG RUBBER
532832,532832.BO,INDBUL REAL 
533520,533520.BO,INDBULL WSL 
530005,530005.BO,INDIA CEM.  
531253,531253.BO,INDIA GELAT.
530979,530979.BO,INDIA HOME  
590065,590065.BO,INDIA MOTOR 
532240,532240.BO,INDIA NIPPON
501700,501700.BO,INDIA NIVEH 
532189,532189.BO,INDIA TOURIS
533122,533122.BO,INDIAB POWER
532544,532544.BO,INDIABULLS  
